name,smiles,smarts,group,hierarchy
4-methylpiperazine-1-carbaldehyde,C(=O)N1CCN(C)CC1,[#6](=[#8])-[#7]1-[#6]-[#6]-[#7](-[#6])-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
4-methylpiperidine,N1CCC(C)CC1,[#7]1-[#6]-[#6]-[#6](-[#6])-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
4-methylpyridine,Cc1ccncc1,[#6]-[#6]1:[#6]:[#6]:[#7]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
4-phenylmorpholine,c1ccc(N2CCOCC2)cc1,[#6]1:[#6]:[#6]:[#6](-[#7]2-[#6]-[#6]-[#8]-[#6]-[#6]-2):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"5-methoxy-3-methyl-1,3,4-oxadiazol-2(3H)-one",Cn1nc(OC)oc1=O,[#6]-[#7]1:[#7]:[#6](-[#8]-[#6]):[#8]:[#6]:1=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
5-methylene-2-thioxothiazolidin-4-one,C=C1SC(=S)NC1=O,[#6]=[#6]1-[#16]-[#6](=[#16])-[#7]-[#6]-1=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"5-methylenethiazolidine-2,4-dione",C=C1SC(=O)NC1=O,[#6]=[#6]1-[#16]-[#6](=[#8])-[#7]-[#6]-1=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"5-methyloctahydropyrrolo[3,4-b]pyrrole",N1CCC2CN(C)CC21,[#7]1-[#6]-[#6]-[#6]2-[#6]-[#7](-[#6])-[#6]-[#6]-1-2,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-diethylformamide",C(=O)N(CC)CC,[#6](=[#8])-[#7](-[#6]-[#6])-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethyl-1-phenylmethanamine",CN(C)Cc1ccccc1,[#6]-[#7](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethylacetamide",CC(=O)N(C)C,[#6]-[#6](=[#8])-[#7](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethylaniline",c1ccc(N(C)C)cc1,[#6]1:[#6]:[#6]:[#6](-[#7](-[#6])-[#6]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethylethanamine",CCN(C)C,[#6]-[#6]-[#7](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethylformamide",C(=O)N(C)C,[#6](=[#8])-[#7](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethylpiperidin-4-amine",CN(C)C1CCNCC1,[#6]-[#7](-[#6])-[#6]1-[#6]-[#6]-[#7]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethylpropan-1-amine",CCCN(C)C,[#6]-[#6]-[#6]-[#7](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethylpyrrolidin-3-amine",N1CCC(N(C)C)C1,[#7]1-[#6]-[#6]-[#6](-[#7](-[#6])-[#6])-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N,N-dimethylsulfonic amide",S(=O)(=O)N(C)C,[#16](=[#8])(=[#8])-[#7](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-(2-hydroxyethyl)formamide,C(=O)NCCO,[#6](=[#8])-[#7]-[#6]-[#6]-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-(2-methoxyethyl)formamide,C(=O)NCCOC,[#6](=[#8])-[#7]-[#6]-[#6]-[#8]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-(4-chlorophenyl)formamide,C(=O)Nc1ccc(Cl)cc1,[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6](-[#17]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-(4-fluorophenyl)formamide,C(=O)Nc1ccc(F)cc1,[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6](-[#9]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-(cyclopropylmethyl)formamide,C(=O)NCC1CC1,[#6](=[#8])-[#7]-[#6]-[#6]1-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-(pyridin-3-yl)formamide,C(=O)Nc1cccnc1,[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#7]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-(pyridin-4-yl)formamide,C(=O)Nc1ccncc1,[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#7]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-benzylformamide,C(=O)NCc1ccccc1,[#6](=[#8])-[#7]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-butylformamide,C(=O)NCCCC,[#6](=[#8])-[#7]-[#6]-[#6]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-cyclohexylformamide,C(=O)NC1CCCCC1,[#6](=[#8])-[#7]-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-cyclopentylformamide,C(=O)NC1CCCC1,[#6](=[#8])-[#7]-[#6]1-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-cyclopropylformamide,C(=O)NC1CC1,[#6](=[#8])-[#7]-[#6]1-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-ethyl-N-methylethanamine,CN(CC)CC,[#6]-[#7](-[#6]-[#6])-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-ethylacetamide,CCNC(C)=O,[#6]-[#6]-[#7]-[#6](-[#6])=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-ethylformamide,C(=O)NCC,[#6](=[#8])-[#7]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-hydroxyacetamide,CC(=O)NO,[#6]-[#6](=[#8])-[#7]-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-hydroxyacrylamide,C=CC(=O)NO,[#6]=[#6]-[#6](=[#8])-[#7]-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-hydroxyformamide,C(=O)NO,[#6](=[#8])-[#7]-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-hydroxypentanamide,CCCCC(=O)NO,[#6]-[#6]-[#6]-[#6]-[#6](=[#8])-[#7]-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-hydroxypropionamide,CCC(=O)NO,[#6]-[#6]-[#6](=[#8])-[#7]-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-isopropylformamide,C(=O)NC(C)C,[#6](=[#8])-[#7]-[#6](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methyl-1-phenylmethanamine,N(C)Cc1ccccc1,[#7](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methyl-2-phenylcyclopropan-1-amine,CNC1CC1c1ccccc1,[#6]-[#7]-[#6]1-[#6]-[#6]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methylacetamide,CNC(C)=O,[#6]-[#7]-[#6](-[#6])=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methylaniline,N(C)c1ccccc1,[#7](-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methylbenzamide,CNC(=O)c1ccccc1,[#6]-[#7]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methylcyclopentanamine,CNC1CCCC1,[#6]-[#7]-[#6]1-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methylethanamine,CCNC,[#6]-[#6]-[#7]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methylformamide,C(=O)NC,[#6](=[#8])-[#7]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-methylpropan-2-amine,CNC(C)C,[#6]-[#7]-[#6](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-phenethylformamide,C(=O)NCCc1ccccc1,[#6](=[#8])-[#7]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-phenylacetamide,c1ccc(NC(C)=O)cc1,[#6]1:[#6]:[#6]:[#6](-[#7]-[#6](-[#6])=[#8]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-phenylformamide,C(=O)Nc1ccccc1,[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-propylformamide,C(=O)NCCC,[#6](=[#8])-[#7]-[#6]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
N-tert-butylformamide,C(=O)NC(C)(C)C,[#6](=[#8])-[#7]-[#6](-[#6])(-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"N1,N1-dimethylethane-1,2-diamine",NCCN(C)C,[#7]-[#6]-[#6]-[#7](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
Tetrahydropyran,C1CCOCC1,[#6]1-[#6]-[#6]-[#8]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
acetaldehyde,C(C)=O,[#6](-[#6])=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
acetamide,NC(C)=O,[#7]-[#6](-[#6])=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
acetic acid,CC(=O)O,[#6]-[#6](=[#8])-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
acetonitrile,CC#N,[#6]-[#6]#[#7],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
acetophenone,c1ccc(C(C)=O)cc1,[#6]1:[#6]:[#6]:[#6](-[#6](-[#6])=[#8]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
acrylamide,NC(=O)C=C,[#7]-[#6](=[#8])-[#6]=[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
acrylic acid,C=CC(=O)O,[#6]=[#6]-[#6](=[#8])-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
adamantane,C12CC3CC(CC(C3)C1)C2,[#6]12-[#6]-[#6]3-[#6]-[#6](-[#6]-[#6](-[#6]-3)-[#6]-1)-[#6]-2,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
alanine,CC(N)C(=O)O,[#6]-[#6](-[#7])-[#6](=[#8])-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ammonia,N,[#7],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
aniline,Nc1ccccc1,[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
anisole,c1ccc(OC)cc1,[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
azetidine,N1CCC1,[#7]1-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzaldehyde,C(=O)c1ccccc1,[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzamide,NC(=O)c1ccccc1,[#7]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzenesulfonamide,c1ccc(S(N)(=O)=O)cc1,[#6]1:[#6]:[#6]:[#6](-[#16](-[#7])(=[#8])=[#8]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzenethiol,Sc1ccccc1,[#16]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzofuran,c1cc2ccccc2o1,[#6]1:[#6]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#8]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzoic acid,c1ccc(C(=O)O)cc1,[#6]1:[#6]:[#6]:[#6](-[#6](=[#8])-[#8]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzonitrile,c1ccc(C#N)cc1,[#6]1:[#6]:[#6]:[#6](-[#6]#[#7]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzooxazole,c1nc2ccccc2o1,[#6]1:[#7]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#8]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzothiazole,c1nc2ccccc2s1,[#6]1:[#7]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#16]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzothiophene,c1cc2ccccc2s1,[#6]1:[#6]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#16]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
benzyl formate,C(=O)OCc1ccccc1,[#6](=[#8])-[#8]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
biphenyl,c1ccc(-c2ccccc2)cc1,[#6]1:[#6]:[#6]:[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
boronic acid,B(O)O,[#5](-[#8])-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
bromobenzene,c1ccc(Br)cc1,[#6]1:[#6]:[#6]:[#6](-[#35]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
butan-1-amine,NCCCC,[#7]-[#6]-[#6]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
butan-1-ol,OCCCC,[#8]-[#6]-[#6]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
butane,CCCC,[#6]-[#6]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
butyramide,NC(=O)CCC,[#7]-[#6](=[#8])-[#6]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
butyric acid,CCCC(=O)O,[#6]-[#6]-[#6]-[#6](=[#8])-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
chlorobenzene,c1ccc(Cl)cc1,[#6]1:[#6]:[#6]:[#6](-[#17]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
chloromethane,CCl,[#6]-[#17],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cumene,c1ccc(C(C)C)cc1,[#6]1:[#6]:[#6]:[#6](-[#6](-[#6])-[#6]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclobutane,C1CCC1,[#6]1-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclohexanamine,NC1CCCCC1,[#7]-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclohexane,C1CCCCC1,[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclohexanecarboxamide,NC(=O)C1CCCCC1,[#7]-[#6](=[#8])-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopentanamine,NC1CCCC1,[#7]-[#6]1-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopentane,C1CCCC1,[#6]1-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopentanol,OC1CCCC1,[#8]-[#6]1-[#6]-[#6]-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopropanamine,NC1CC1,[#7]-[#6]1-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopropane,C1CC1,[#6]1-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopropanecarboxamide,NC(=O)C1CC1,[#7]-[#6](=[#8])-[#6]1-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopropylbenzene,C1CC1c1ccccc1,[#6]1-[#6]-[#6]-1-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopropylmethanamine,NCC1CC1,[#7]-[#6]-[#6]1-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
cyclopropylmethanol,OCC1CC1,[#8]-[#6]-[#6]1-[#6]-[#6]-1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
diethylamine,N(CC)CC,[#7](-[#6]-[#6])-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
difluoromethane,C(F)F,[#6](-[#9])-[#9],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
difluoromethanol,OC(F)F,[#8]-[#6](-[#9])-[#9],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
dimethylamine,N(C)C,[#7](-[#6])-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethanamine,CCN,[#6]-[#6]-[#7],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethane,CC,[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
"ethane-1,2-diamine",NCCN,[#7]-[#6]-[#6]-[#7],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethanethiol,SCC,[#16]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethanol,OCC,[#8]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethene,C=C,[#6]=[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethoxybenzene,c1ccc(OCC)cc1,[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]-[#6]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethyl carbamate,NC(=O)OCC,[#7]-[#6](=[#8])-[#8]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethyl formate,C(=O)OCC,[#6](=[#8])-[#8]-[#6]-[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethylbenzene,CCc1ccccc1,[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethylene glycol,OCCO,[#8]-[#6]-[#6]-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethyne,C#C,[#6]#[#6],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
ethynylbenzene,C#Cc1ccccc1,[#6]#[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
fluoromethane,CF,[#6]-[#9],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
flurobenzene,c1ccc(F)cc1,[#6]1:[#6]:[#6]:[#6](-[#9]):[#6]:[#6]:1,common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
fluroform,C(F)(F)F,[#6](-[#9])(-[#9])-[#9],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
formaldehyde,C=O,[#6]=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
formaldehyde oxime,C=NO,[#6]=[#7]-[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
formamide,C(N)=O,[#6](-[#7])=[#8],common_rgroup_replacements,medicinal_chemistry.scaffolds.common_r_group_replacements.common_rgroup_replacements
